path,relative_path,split,raw_device,device,label,setup,location,distance,scene,file_index,fold,held_out_location,held_out_distance
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_13.dat,Diff_Distances_Setup/5m/IQ_13.dat,all,13,12,11,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_14.dat,Diff_Distances_Setup/5m/IQ_14.dat,all,14,13,12,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_15.dat,Diff_Distances_Setup/5m/IQ_15.dat,all,15,14,13,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_16.dat,Diff_Distances_Setup/5m/IQ_16.dat,all,16,15,14,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_17.dat,Diff_Distances_Setup/5m/IQ_17.dat,all,17,16,15,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_18.dat,Diff_Distances_Setup/5m/IQ_18.dat,all,18,17,16,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_19.dat,Diff_Distances_Setup/5m/IQ_19.dat,all,19,18,17,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_20.dat,Diff_Distances_Setup/5m/IQ_20.dat,all,20,19,18,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_21.dat,Diff_Distances_Setup/5m/IQ_21.dat,all,21,20,19,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_22.dat,Diff_Distances_Setup/5m/IQ_22.dat,all,22,21,20,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_23.dat,Diff_Distances_Setup/5m/IQ_23.dat,all,23,22,21,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_24.dat,Diff_Distances_Setup/5m/IQ_24.dat,all,24,23,22,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/5m/IQ_25.dat,Diff_Distances_Setup/5m/IQ_25.dat,all,25,24,23,diff_distances,0,5,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_1.dat,Diff_Distances_Setup/10m/IQ_1.dat,all,1,1,0,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_2.dat,Diff_Distances_Setup/10m/IQ_2.dat,all,2,2,1,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_3.dat,Diff_Distances_Setup/10m/IQ_3.dat,all,3,3,2,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_4.dat,Diff_Distances_Setup/10m/IQ_4.dat,all,4,4,3,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_5.dat,Diff_Distances_Setup/10m/IQ_5.dat,all,5,5,4,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_6.dat,Diff_Distances_Setup/10m/IQ_6.dat,all,6,6,5,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_7.dat,Diff_Distances_Setup/10m/IQ_7.dat,all,7,7,6,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_8.dat,Diff_Distances_Setup/10m/IQ_8.dat,all,8,8,7,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_10.dat,Diff_Distances_Setup/10m/IQ_10.dat,all,10,9,8,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_11.dat,Diff_Distances_Setup/10m/IQ_11.dat,all,11,10,9,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_12.dat,Diff_Distances_Setup/10m/IQ_12.dat,all,12,11,10,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_13.dat,Diff_Distances_Setup/10m/IQ_13.dat,all,13,12,11,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_14.dat,Diff_Distances_Setup/10m/IQ_14.dat,all,14,13,12,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_15.dat,Diff_Distances_Setup/10m/IQ_15.dat,all,15,14,13,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_16.dat,Diff_Distances_Setup/10m/IQ_16.dat,all,16,15,14,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_17.dat,Diff_Distances_Setup/10m/IQ_17.dat,all,17,16,15,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_18.dat,Diff_Distances_Setup/10m/IQ_18.dat,all,18,17,16,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_19.dat,Diff_Distances_Setup/10m/IQ_19.dat,all,19,18,17,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_20.dat,Diff_Distances_Setup/10m/IQ_20.dat,all,20,19,18,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_21.dat,Diff_Distances_Setup/10m/IQ_21.dat,all,21,20,19,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_22.dat,Diff_Distances_Setup/10m/IQ_22.dat,all,22,21,20,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_23.dat,Diff_Distances_Setup/10m/IQ_23.dat,all,23,22,21,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_24.dat,Diff_Distances_Setup/10m/IQ_24.dat,all,24,23,22,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/10m/IQ_25.dat,Diff_Distances_Setup/10m/IQ_25.dat,all,25,24,23,diff_distances,0,10,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_1.dat,Diff_Distances_Setup/15m/IQ_1.dat,all,1,1,0,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_2.dat,Diff_Distances_Setup/15m/IQ_2.dat,all,2,2,1,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_3.dat,Diff_Distances_Setup/15m/IQ_3.dat,all,3,3,2,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_4.dat,Diff_Distances_Setup/15m/IQ_4.dat,all,4,4,3,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_5.dat,Diff_Distances_Setup/15m/IQ_5.dat,all,5,5,4,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_6.dat,Diff_Distances_Setup/15m/IQ_6.dat,all,6,6,5,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_7.dat,Diff_Distances_Setup/15m/IQ_7.dat,all,7,7,6,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_8.dat,Diff_Distances_Setup/15m/IQ_8.dat,all,8,8,7,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_10.dat,Diff_Distances_Setup/15m/IQ_10.dat,all,10,9,8,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_11.dat,Diff_Distances_Setup/15m/IQ_11.dat,all,11,10,9,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_12.dat,Diff_Distances_Setup/15m/IQ_12.dat,all,12,11,10,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_13.dat,Diff_Distances_Setup/15m/IQ_13.dat,all,13,12,11,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_14.dat,Diff_Distances_Setup/15m/IQ_14.dat,all,14,13,12,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_15.dat,Diff_Distances_Setup/15m/IQ_15.dat,all,15,14,13,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_16.dat,Diff_Distances_Setup/15m/IQ_16.dat,all,16,15,14,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_17.dat,Diff_Distances_Setup/15m/IQ_17.dat,all,17,16,15,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_18.dat,Diff_Distances_Setup/15m/IQ_18.dat,all,18,17,16,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_19.dat,Diff_Distances_Setup/15m/IQ_19.dat,all,19,18,17,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_20.dat,Diff_Distances_Setup/15m/IQ_20.dat,all,20,19,18,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_21.dat,Diff_Distances_Setup/15m/IQ_21.dat,all,21,20,19,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_22.dat,Diff_Distances_Setup/15m/IQ_22.dat,all,22,21,20,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_23.dat,Diff_Distances_Setup/15m/IQ_23.dat,all,23,22,21,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_24.dat,Diff_Distances_Setup/15m/IQ_24.dat,all,24,23,22,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/15m/IQ_25.dat,Diff_Distances_Setup/15m/IQ_25.dat,all,25,24,23,diff_distances,0,15,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_1.dat,Diff_Distances_Setup/20m/IQ_1.dat,all,1,1,0,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_2.dat,Diff_Distances_Setup/20m/IQ_2.dat,all,2,2,1,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_3.dat,Diff_Distances_Setup/20m/IQ_3.dat,all,3,3,2,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_4.dat,Diff_Distances_Setup/20m/IQ_4.dat,all,4,4,3,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_5.dat,Diff_Distances_Setup/20m/IQ_5.dat,all,5,5,4,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_6.dat,Diff_Distances_Setup/20m/IQ_6.dat,all,6,6,5,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_7.dat,Diff_Distances_Setup/20m/IQ_7.dat,all,7,7,6,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_8.dat,Diff_Distances_Setup/20m/IQ_8.dat,all,8,8,7,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_10.dat,Diff_Distances_Setup/20m/IQ_10.dat,all,10,9,8,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_11.dat,Diff_Distances_Setup/20m/IQ_11.dat,all,11,10,9,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_12.dat,Diff_Distances_Setup/20m/IQ_12.dat,all,12,11,10,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_13.dat,Diff_Distances_Setup/20m/IQ_13.dat,all,13,12,11,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_14.dat,Diff_Distances_Setup/20m/IQ_14.dat,all,14,13,12,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_15.dat,Diff_Distances_Setup/20m/IQ_15.dat,all,15,14,13,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_16.dat,Diff_Distances_Setup/20m/IQ_16.dat,all,16,15,14,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_17.dat,Diff_Distances_Setup/20m/IQ_17.dat,all,17,16,15,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_18.dat,Diff_Distances_Setup/20m/IQ_18.dat,all,18,17,16,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_19.dat,Diff_Distances_Setup/20m/IQ_19.dat,all,19,18,17,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_20.dat,Diff_Distances_Setup/20m/IQ_20.dat,all,20,19,18,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_21.dat,Diff_Distances_Setup/20m/IQ_21.dat,all,21,20,19,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_22.dat,Diff_Distances_Setup/20m/IQ_22.dat,all,22,21,20,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_23.dat,Diff_Distances_Setup/20m/IQ_23.dat,all,23,22,21,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_24.dat,Diff_Distances_Setup/20m/IQ_24.dat,all,24,23,22,diff_distances,0,20,indoor,1,,,
data/raw/osu_lora/Diff_Distances_Setup/20m/IQ_25.dat,Diff_Distances_Setup/20m/IQ_25.dat,all,25,24,23,diff_distances,0,20,indoor,1,,,
