path,relative_path,device,label,day,receiver,location,distance,sf,scene,config,setup,split
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device4/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device4/IQ_1.dat,4,3,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device5/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device5/IQ_1.dat,5,4,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device6/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device6/IQ_1.dat,6,5,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device7/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device7/IQ_1.dat,7,6,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device8/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device8/IQ_1.dat,8,7,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device10/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device10/IQ_1.dat,9,8,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device11/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device11/IQ_1.dat,10,9,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device12/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device12/IQ_1.dat,11,10,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device13/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device13/IQ_1.dat,12,11,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device14/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device14/IQ_1.dat,13,12,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device15/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device15/IQ_1.dat,14,13,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device16/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device16/IQ_1.dat,15,14,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device17/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device17/IQ_1.dat,16,15,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device18/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device18/IQ_1.dat,17,16,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device19/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device19/IQ_1.dat,18,17,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device20/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device20/IQ_1.dat,19,18,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device21/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device21/IQ_1.dat,20,19,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device22/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device22/IQ_1.dat,21,20,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device23/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device23/IQ_1.dat,22,21,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device24/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device24/IQ_1.dat,23,22,2,0,0,0,0,indoor,0,diff_days_indoor,val
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device25/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device25/IQ_1.dat,24,23,2,0,0,0,0,indoor,0,diff_days_indoor,val
