path,relative_path,device,label,day,receiver,location,distance,sf,scene,config,setup,split,protocol,openset_role,is_unknown_device
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device12/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device12/IQ_1.dat,11,10,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device13/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device13/IQ_1.dat,12,11,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device14/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device14/IQ_1.dat,13,12,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device15/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device15/IQ_1.dat,14,13,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device16/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device16/IQ_1.dat,15,14,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device18/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device18/IQ_1.dat,17,16,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device19/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device19/IQ_1.dat,18,17,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device20/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device20/IQ_1.dat,19,18,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device21/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device21/IQ_1.dat,20,19,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day1/Device24/IQ_1.dat,Diff_Days_Indoor_Setup/Day1/Device24/IQ_1.dat,23,22,1,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device1/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device1/IQ_1.dat,1,0,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device2/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device2/IQ_1.dat,2,1,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device3/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device3/IQ_1.dat,3,2,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device4/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device4/IQ_1.dat,4,3,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device5/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device5/IQ_1.dat,5,4,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device6/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device6/IQ_1.dat,6,5,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device7/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device7/IQ_1.dat,7,6,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device8/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device8/IQ_1.dat,8,7,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device10/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device10/IQ_1.dat,9,8,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device11/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device11/IQ_1.dat,10,9,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device12/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device12/IQ_1.dat,11,10,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device13/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device13/IQ_1.dat,12,11,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device14/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device14/IQ_1.dat,13,12,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device15/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device15/IQ_1.dat,14,13,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device16/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device16/IQ_1.dat,15,14,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device18/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device18/IQ_1.dat,17,16,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device19/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device19/IQ_1.dat,18,17,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device20/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device20/IQ_1.dat,19,18,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device21/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device21/IQ_1.dat,20,19,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day2/Device24/IQ_1.dat,Diff_Days_Indoor_Setup/Day2/Device24/IQ_1.dat,23,22,2,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device1/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device1/IQ_1.dat,1,0,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device2/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device2/IQ_1.dat,2,1,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device3/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device3/IQ_1.dat,3,2,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device4/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device4/IQ_1.dat,4,3,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device5/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device5/IQ_1.dat,5,4,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device6/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device6/IQ_1.dat,6,5,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device7/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device7/IQ_1.dat,7,6,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device8/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device8/IQ_1.dat,8,7,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device10/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device10/IQ_1.dat,9,8,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device11/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device11/IQ_1.dat,10,9,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device12/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device12/IQ_1.dat,11,10,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device13/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device13/IQ_1.dat,12,11,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device14/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device14/IQ_1.dat,13,12,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device15/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device15/IQ_1.dat,14,13,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device16/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device16/IQ_1.dat,15,14,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device18/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device18/IQ_1.dat,17,16,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device19/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device19/IQ_1.dat,18,17,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device20/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device20/IQ_1.dat,19,18,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device21/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device21/IQ_1.dat,20,19,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day3/Device24/IQ_1.dat,Diff_Days_Indoor_Setup/Day3/Device24/IQ_1.dat,23,22,3,0,0,0,0,indoor,0,diff_days_indoor,train,cross_day_source_only,train_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device1/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device1/IQ_1.dat,1,0,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device2/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device2/IQ_1.dat,2,1,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device3/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device3/IQ_1.dat,3,2,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device4/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device4/IQ_1.dat,4,3,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device5/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device5/IQ_1.dat,5,4,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device6/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device6/IQ_1.dat,6,5,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device7/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device7/IQ_1.dat,7,6,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device8/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device8/IQ_1.dat,8,7,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device10/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device10/IQ_1.dat,9,8,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device11/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device11/IQ_1.dat,10,9,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device12/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device12/IQ_1.dat,11,10,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device13/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device13/IQ_1.dat,12,11,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device14/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device14/IQ_1.dat,13,12,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device15/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device15/IQ_1.dat,14,13,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device16/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device16/IQ_1.dat,15,14,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device17/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device17/IQ_1.dat,16,15,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_unknown,1
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device18/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device18/IQ_1.dat,17,16,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device19/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device19/IQ_1.dat,18,17,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device20/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device20/IQ_1.dat,19,18,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device21/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device21/IQ_1.dat,20,19,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device22/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device22/IQ_1.dat,21,20,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_unknown,1
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device23/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device23/IQ_1.dat,22,21,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_unknown,1
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device24/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device24/IQ_1.dat,23,22,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day4/Device25/IQ_1.dat,Diff_Days_Indoor_Setup/Day4/Device25/IQ_1.dat,24,23,4,0,0,0,0,indoor,0,diff_days_indoor,val,cross_day_source_only,val_unknown,1
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device1/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device1/IQ_1.dat,1,0,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device2/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device2/IQ_1.dat,2,1,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device3/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device3/IQ_1.dat,3,2,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device4/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device4/IQ_1.dat,4,3,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device5/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device5/IQ_1.dat,5,4,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device6/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device6/IQ_1.dat,6,5,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device7/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device7/IQ_1.dat,7,6,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device8/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device8/IQ_1.dat,8,7,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device10/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device10/IQ_1.dat,9,8,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device11/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device11/IQ_1.dat,10,9,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device12/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device12/IQ_1.dat,11,10,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device13/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device13/IQ_1.dat,12,11,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device14/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device14/IQ_1.dat,13,12,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device15/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device15/IQ_1.dat,14,13,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device16/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device16/IQ_1.dat,15,14,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device17/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device17/IQ_1.dat,16,15,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_unknown,1
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device18/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device18/IQ_1.dat,17,16,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device19/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device19/IQ_1.dat,18,17,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device20/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device20/IQ_1.dat,19,18,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device21/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device21/IQ_1.dat,20,19,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device22/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device22/IQ_1.dat,21,20,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_unknown,1
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device23/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device23/IQ_1.dat,22,21,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_unknown,1
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device24/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device24/IQ_1.dat,23,22,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_known,0
data/raw/osu_lora/Diff_Days_Indoor_Setup/Day5/Device25/IQ_1.dat,Diff_Days_Indoor_Setup/Day5/Device25/IQ_1.dat,24,23,5,0,0,0,0,indoor,0,diff_days_indoor,test,cross_day_source_only,test_unknown,1
